id,source,physical_page,printed_page,item,content_and_conditions,current_web,gap,decision,new_location,confirmation,public_locations,implementation_treatment,implementation_detail
B20.16,パンフレット0723,20,36–37,性能・保証への参照,耐震制振・地盤建物保証・断熱耐久・しろあり・長期保証・アフター,PC12/SP19 仕様,横断する比較と詳細への導線なし,統合,P21–22・P26–27・P30,原資料照合済み。公開時の採用版確認は共通,#catalog-earthquake / #catalog-insulation / #catalog-warranty / #catalog-aftercare / #catalog-compare-exterior,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
B21.01,パンフレット0723,21,なし,会社名・所在地・窓口,奈良・京都の会社連絡先。公開時に会社ページの正本へ合わせる,PC13/SP20 案内,連絡先をカタログ内へ二重管理しない,統合,P32,Q11,#catalog-visit,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
B21.02,パンフレット0723,21,なし,会社概要と免許,創業2011/11/30、資本金、役員、免許等は必要時に現行会社情報へリンク,PC13/SP20 案内,固定PDFの役職や番号を最新としない,統合,P32,Q11,#catalog-visit,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
B21.03,パンフレット0723,21,なし,取引銀行・関連会社,物選びの判断に直結しない詳細は会社情報へ集約,PC13/SP20 案内,カタログの情報密度と無関係な項目増量を避ける,不採用,会社情報（本件外）,原資料照合済み。公開時の採用版確認は共通,QA採否記録／カタログ外は既存担当ページ,不採用（原設計の判定を維持）,顧客UIへ転記しない。理由は原資料台帳のgap欄。
B21.04,パンフレット0723,21,なし,Web・SNSのQR,正式なURLへ置換。SNSアカウントや予約先を推測しない,PC13/SP20 案内,空QRや使いにくいスマホ内QRにしない,統合,P32,原資料照合済み。公開時の採用版確認は共通,#catalog-visit,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I01.01,WEBサイト編集指示書8_4,1,独立した通し番号なし,追加費用ゼロの言い切り,最初に費用内訳を示す意図を残し、無条件で増額しないという保証はしない,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,統合,P01・P31,Q09,#catalog-introduction / #catalog-conditions,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I01.02,WEBサイト編集指示書8_4,1,独立した通し番号なし,費用項目の0円表現,地盤改良・つなぎ融資・仲介・測量/造成・給水等。土地と契約の適用条件を個別確認,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,保留,P01・P31,Q09,#catalog-introduction / #catalog-conditions,追加主張を非掲載,機種・数値・契約条件・試験条件の未解決部分は非掲載。関連ページは根拠のある基礎説明を保持。
I01.03,WEBサイト編集指示書8_4,1,独立した通し番号なし,他社差額の試算,120～150万円、土地2000万円で400～470万円等の比較は条件と現在根拠なし,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,不採用,P31 採否記録,Q09,#catalog-conditions,不採用（原設計の判定を維持）,顧客UIへ転記しない。理由は原資料台帳のgap欄。
I02.01,WEBサイト編集指示書8_4,2,独立した通し番号なし,3シリーズ価格,花/風2680万円、京2480万円、税込。「〜」を外す指示。建物本体の対象面積を併記,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,採用,P02–05・P31,Q09,#catalog-series / #catalog-hana / #catalog-kyo / #catalog-kaze / #catalog-conditions,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I02.02,WEBサイト編集指示書8_4,2,独立した通し番号なし,土地別途を消す指示,価格範囲を読者に明示する現在の制作契約と競合。土地代を含むと誤認させない,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,保留,P02・P31,Q09,#catalog-series / #catalog-conditions,追加主張を非掲載,機種・数値・契約条件・試験条件の未解決部分は非掲載。関連ページは根拠のある基礎説明を保持。
I02.03,WEBサイト編集指示書8_4,2,独立した通し番号なし,シリーズ色と訴求,赤/緑/黄は提案。上下ランクで固定せず設備と暮らしの選び方を示す,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,統合,P02–05,原指示照合済み。既存サイト変更を意味しない,#catalog-series / #catalog-hana / #catalog-kyo / #catalog-kaze,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I02.04,WEBサイト編集指示書8_4,2,独立した通し番号なし,値引率24/22/23/26％,算定対象と最新版の母数不明。訴求へ転記しない,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,不採用,P31 採否記録,Q09,#catalog-conditions,不採用（原設計の判定を維持）,顧客UIへ転記しない。理由は原資料台帳のgap欄。
I02.05,WEBサイト編集指示書8_4,2,独立した通し番号なし,シリーズ6～8特徴,単語一覧ではなく写真/動画と仕様の対応を示す,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,採用,P03–05,Q10,#catalog-hana / #catalog-kyo / #catalog-kaze,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I02.06,WEBサイト編集指示書8_4,2,独立した通し番号なし,実績770棟超と創業年,2026/7/10時点の770超という指示。施工/引渡しの集計範囲を確認。15周年は日付依存,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,保留,P01・P25,Q11,#catalog-introduction / #catalog-construction,追加主張を非掲載,機種・数値・契約条件・試験条件の未解決部分は非掲載。関連ページは根拠のある基礎説明を保持。
I03.01,WEBサイト編集指示書8_4,3,独立した通し番号なし,TOPのシリーズ写真配置,TOPで図面を写真へという指示。カタログの詳しい図面掲載を禁じる指示ではない,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,統合,P03–05・P24,原指示照合済み。既存サイト変更を意味しない,#catalog-hana / #catalog-kyo / #catalog-kaze / #catalog-plans,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I03.02,WEBサイト編集指示書8_4,3,独立した通し番号なし,SPで3価格を一覧,価格を比較できる短い共通表を用意,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,採用,P02,Q09,#catalog-series,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I03.03,WEBサイト編集指示書8_4,3,独立した通し番号なし,契約後費用不変の削除,標準と選択、仕様確定後の変更を正しく説明,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,採用,P01・P31,Q09,#catalog-introduction / #catalog-conditions,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I03.04,WEBサイト編集指示書8_4,3,独立した通し番号なし,TOPのReason等の整理,TOP構成の変更は専任公開担当の範囲,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,不採用,対象外。カタログへの意味のみP01,原指示照合済み。既存サイト変更を意味しない,#catalog-introduction,不採用（原設計の判定を維持）,顧客UIへ転記しない。理由は原資料台帳のgap欄。
I04.01,WEBサイト編集指示書8_4,4,独立した通し番号なし,奈良地図と写真,住所特定できる在庫地図の複製はせず、既存物件ページへ,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,統合,P25・P32,Q11,#catalog-construction / #catalog-visit,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I04.02,WEBサイト編集指示書8_4,4,独立した通し番号なし,保有150/旧216区画,200以上というパンフ表記とも異なる。販売中件数の代用にしない,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,保留,P25,Q11,#catalog-construction,追加主張を非掲載,機種・数値・契約条件・試験条件の未解決部分は非掲載。関連ページは根拠のある基礎説明を保持。
I04.03,WEBサイト編集指示書8_4,4,独立した通し番号なし,FAQ4点,カタログ内では費用/選択/性能/保証の該当章で答え、サイト全体のFAQは本件外,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,統合,P31,原指示照合済み。既存サイト変更を意味しない,#catalog-conditions,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I05.01,WEBサイト編集指示書8_4,5,独立した通し番号なし,自社責任・管理体制,具体的な受け渡しと現場確認を説明,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,採用,P25,原指示照合済み。既存サイト変更を意味しない,#catalog-construction,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I05.02,WEBサイト編集指示書8_4,5,独立した通し番号なし,設計士2名と実映像,2名の原写真、ARCHITRENDウォークスルー、wallstat実データ。映像の存在は未確認,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,採用,P21・P24,Q11/Q14,#catalog-earthquake / #catalog-plans,基礎説明を掲載／追加条件を保留,設計担当ページへリンク。wallstat/ARCHITRENDの実映像は未取得。
I05.03,WEBサイト編集指示書8_4,5,独立した通し番号なし,火災保険と保証,任意保険加入や保証の代わりと推定しない,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,保留,P26・P31,Q07,#catalog-warranty / #catalog-conditions,追加主張を非掲載,機種・数値・契約条件・試験条件の未解決部分は非掲載。関連ページは根拠のある基礎説明を保持。
I05.04,WEBサイト編集指示書8_4,5,独立した通し番号なし,無料点検1/5/10/50,パンフ1/5/10/20と差。50を20に自動訂正しない,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,保留,P27,Q07,#catalog-aftercare,追加主張を非掲載,機種・数値・契約条件・試験条件の未解決部分は非掲載。関連ページは根拠のある基礎説明を保持。
I05.05,WEBサイト編集指示書8_4,5,独立した通し番号なし,固定ナビ土地・見学,案内への既存リンクを使う。フォーム追加や送信は本件外,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,統合,P32,原指示照合済み。既存サイト変更を意味しない,#catalog-visit,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I06.01,WEBサイト編集指示書8_4,6,独立した通し番号なし,販売中20以上等,現在件数が動く物件情報はカタログに固定せず担当ページへ,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,不採用,P32から既存ページへ,Q11,#catalog-visit,不採用（原設計の判定を維持）,顧客UIへ転記しない。理由は原資料台帳のgap欄。
I06.02,WEBサイト編集指示書8_4,6,独立した通し番号なし,重複価格を整理し詳細はカタログ,価格の正本データを共用し、カタログへ具体的な仕様を戻す,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,採用,P02・P28–31,原指示照合済み。既存サイト変更を意味しない,#catalog-series / #catalog-compare-water / #catalog-compare-interior / #catalog-compare-exterior / #catalog-conditions,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I06.03,WEBサイト編集指示書8_4,6,独立した通し番号なし,紙パンフとのブランド統一,既存表紙は維持。中身は読むための余白・図版・表に再編,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,採用,全体,原指示照合済み。既存サイト変更を意味しない,QA採否記録／カタログ外は既存担当ページ,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I06.04,WEBサイト編集指示書8_4,6,独立した通し番号なし,販売終了物件の実例化,既存実例ページの運用へ。写真の関係が確認できたものを資料で使用,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,統合,P03–05,Q10,#catalog-hana / #catalog-kyo / #catalog-kaze,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I07.01,WEBサイト編集指示書8_4,7,独立した通し番号なし,全アクションの再掲,1～6ページの重複は同じ項目へ統合,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,統合,I01–I06の各行,原指示照合済み。既存サイト変更を意味しない,QA採否記録／カタログ外は既存担当ページ,採用／基礎説明に統合,原資料と選定原稿を対応ページへ反映。条件と選択範囲を近接表示。
I07.02,WEBサイト編集指示書8_4,7,独立した通し番号なし,住友林業PDFの参考,表現の資料として紹介されているが転載・型の踏襲はしない。今回は設備メーカーの詳細表示を現在確認,P01–P32の関連する現行章／TOP等の対象外,原指示の意図と現在の制作契約・採用状態を区別,不採用,DESIGN_AND_INTERACTION.md,原指示照合済み。既存サイト変更を意味しない,QA採否記録／カタログ外は既存担当ページ,不採用（原設計の判定を維持）,顧客UIへ転記しない。理由は原資料台帳のgap欄。
